Year,Student_ID,Campus_ID,Grade,Gender,Teacher_ID,Attendance_Rate,Standardized_Math_Score,Standardized_Social_Studies_Score,Standardized_Science_Score
2021,S0077,C1,1st,Female,T0007,0.842,93.7,95.8,84.6
2022,S0077,C1,2nd,Female,T0011,0.909,95.9,85.7,93.8
2023,S0077,C1,3rd,Female,T0016,0.923,93.3,96.0,92.0
2024,S0077,C1,4th,Female,T0019,0.92,91.5,77.9,89.8
2025,S0077,C1,5th,Female,T0024,0.92,97.7,86.0,87.0
2021,S0078,C1,1st,Female,T0007,0.799,70.3,80.4,75.3
2022,S0078,C1,2nd,Female,T0011,0.901,94.0,71.6,90.2
2023,S0078,C1,3rd,Female,T0016,0.963,92.5,90.2,93.3
2024,S0078,C1,4th,Female,T0020,0.892,74.3,76.0,85.8
2025,S0078,C1,5th,Female,T0024,1.0,95.6,79.4,96.2
2021,S0079,C1,1st,Female,T0009,0.87,87.1,80.2,85.6
2022,S0079,C1,2nd,Female,T0013,0.996,90.7,99.4,95.8
2023,S0079,C1,3rd,Female,T0017,0.753,80.7,76.5,80.3
2024,S0079,C1,4th,Female,T0020,0.963,90.9,79.4,98.4
2025,S0079,C1,5th,Female,T0025,0.912,77.4,72.6,78.2
2021,S0080,C1,1st,Female,T0008,0.82,84.4,78.8,75.9
2022,S0080,C1,2nd,Female,T0010,0.947,90.6,93.9,100.0
2023,S0080,C1,3rd,Female,T0078,0.784,70.9,81.4,85.9
2024,S0080,C1,4th,Female,T0018,0.993,80.6,82.8,90.5
2025,S0080,C1,5th,Female,T0022,0.938,90.5,81.6,97.1
2021,S0081,C1,1st,Female,T0006,0.893,89.1,85.2,87.8
2022,S0081,C1,2nd,Female,T0011,0.844,85.8,96.1,100.0
2023,S0081,C1,3rd,Female,T0017,0.969,87.9,89.3,88.4
2024,S0081,C1,4th,Female,T0021,0.949,87.0,89.2,95.3
2025,S0081,C1,5th,Female,T0022,0.904,96.6,72.1,90.6
2021,S0082,C1,1st,Male,T0005,0.886,79.8,81.0,92.9
2022,S0082,C1,2nd,Male,T0077,1.0,78.6,80.1,75.2
2023,S0082,C1,3rd,Male,T0078,0.995,97.6,86.2,94.6
2024,S0082,C1,4th,Male,T0019,0.985,97.9,94.8,97.4
2025,S0082,C1,5th,Male,T0024,0.924,87.5,87.7,90.8
2021,S0083,C1,1st,Male,T0009,0.865,88.2,98.7,90.2
2022,S0083,C1,2nd,Male,T0010,0.687,86.0,79.6,84.3
2023,S0083,C1,3rd,Male,T0078,0.996,96.8,92.7,92.2
2024,S0083,C1,4th,Male,T0021,1.0,92.2,90.6,100.0
2025,S0083,C1,5th,Male,T0025,0.832,85.4,76.9,73.9
2021,S0084,C1,1st,Male,T0007,0.803,84.6,100.0,83.1
2022,S0084,C1,2nd,Male,T0010,1.0,97.1,100.0,96.0
2023,S0084,C1,3rd,Male,T0078,0.792,93.3,79.1,66.3
2024,S0084,C1,4th,Male,T0020,0.891,84.6,86.7,88.3
2025,S0084,C1,5th,Male,T0024,1.0,90.5,88.9,95.6
2021,S0085,C1,1st,Female,T0008,0.875,83.9,85.4,83.0
2022,S0085,C1,2nd,Female,T0011,0.923,92.4,90.9,97.0
2023,S0085,C1,3rd,Female,T0015,0.819,92.9,80.7,84.0
2024,S0085,C1,4th,Female,T0018,0.849,86.6,88.4,79.1
2025,S0085,C1,5th,Female,T0024,1.0,99.9,92.0,96.8
2021,S0086,C1,1st,Female,T0006,0.827,88.2,86.2,76.1
2022,S0086,C1,2nd,Female,T0013,0.966,88.7,98.2,98.7
2023,S0086,C1,3rd,Female,T0078,0.967,91.0,84.7,86.6
2024,S0086,C1,4th,Female,T0021,0.975,84.1,71.5,89.1
2025,S0086,C1,5th,Female,T0025,0.8,80.7,54.2,81.3
2021,S0087,C1,1st,Female,T0007,1.0,86.9,88.7,94.8
2022,S0087,C1,2nd,Female,T0013,0.968,100.0,100.0,100.0
2023,S0087,C1,3rd,Female,T0078,0.939,83.0,91.3,87.3
2024,S0087,C1,4th,Female,T0021,0.915,85.7,83.0,85.0
2025,S0087,C1,5th,Female,T0023,0.891,96.1,76.2,84.0
2021,S0088,C1,1st,Male,T0006,0.905,72.9,91.7,83.1
2022,S0088,C1,2nd,Male,T0010,0.818,86.7,87.5,93.6
2023,S0088,C1,3rd,Male,T0016,1.0,87.5,95.0,95.1
2024,S0088,C1,4th,Male,T0019,0.773,74.8,74.3,80.4
2025,S0088,C1,5th,Male,T0025,0.894,85.5,71.8,83.4
2021,S0089,C1,1st,Female,T0006,0.935,88.1,74.7,88.5
2022,S0089,C1,2nd,Female,T0077,0.904,69.9,86.0,83.1
2023,S0089,C1,3rd,Female,T0017,0.866,90.2,90.1,96.3
2024,S0089,C1,4th,Female,T0019,0.806,93.7,81.3,85.4
2025,S0089,C1,5th,Female,T0024,0.808,92.2,76.6,92.0
2021,S0090,C1,1st,Male,T0009,0.74,78.5,91.0,90.8
2022,S0090,C1,2nd,Male,T0010,0.867,97.3,100.0,100.0
2023,S0090,C1,3rd,Male,T0078,0.74,71.6,76.1,75.1
2024,S0090,C1,4th,Male,T0021,0.87,81.1,75.3,97.0
2025,S0090,C1,5th,Male,T0025,0.897,77.8,82.1,86.1
2021,S0091,C1,1st,Female,T0009,0.924,98.4,91.6,78.8
2022,S0091,C1,2nd,Female,T0010,0.782,84.6,91.6,90.1
2023,S0091,C1,3rd,Female,T0015,0.852,85.6,85.6,95.5
2024,S0091,C1,4th,Female,T0018,1.0,93.9,67.1,89.4
2025,S0091,C1,5th,Female,T0024,0.884,86.4,85.0,95.1
2021,S0092,C1,1st,Female,T0007,0.907,91.4,81.3,97.7
2022,S0092,C1,2nd,Female,T0011,0.978,93.0,98.8,87.3
2023,S0092,C1,3rd,Female,T0015,0.934,73.6,96.9,88.9
2024,S0092,C1,4th,Female,T0020,0.949,75.6,83.8,83.0
2025,S0092,C1,5th,Female,T0022,0.923,95.8,77.8,90.9
2021,S0093,C1,1st,Female,T0009,0.921,95.8,95.2,100.0
2022,S0093,C1,2nd,Female,T0011,0.942,84.0,89.8,86.9
2023,S0093,C1,3rd,Female,T0015,0.77,76.0,66.2,66.0
2024,S0093,C1,4th,Female,T0021,1.0,84.8,96.1,91.1
2025,S0093,C1,5th,Female,T0024,0.848,84.8,80.2,85.1
2021,S0094,C1,1st,Male,T0007,0.73,82.6,71.9,92.3
2022,S0094,C1,2nd,Male,T0011,0.878,88.3,86.3,94.3
2023,S0094,C1,3rd,Male,T0078,0.879,83.4,77.6,83.2
2024,S0094,C1,4th,Male,T0020,0.831,84.1,80.9,90.8
2025,S0094,C1,5th,Male,T0023,0.856,94.2,88.0,89.2
2021,S0095,C1,1st,Male,T0006,0.904,72.9,75.1,82.2
2022,S0095,C1,2nd,Male,T0077,0.895,71.9,79.8,74.6
2023,S0095,C1,3rd,Male,T0017,1.0,99.2,99.0,85.6
2024,S0095,C1,4th,Male,T0020,0.729,80.7,73.1,86.2
2025,S0095,C1,5th,Male,T0025,0.872,73.6,63.4,75.7
2021,S0096,C1,1st,Male,T0005,0.903,74.6,88.0,86.2
2022,S0096,C1,2nd,Male,T0077,0.986,81.0,76.9,90.4
2023,S0096,C1,3rd,Male,T0017,0.86,91.5,90.2,93.6
2024,S0096,C1,4th,Male,T0018,0.853,77.5,81.9,93.1
2025,S0096,C1,5th,Male,T0024,0.902,87.9,87.1,82.1
2021,S0097,C1,2nd,Male,T0012,0.872,84.8,79.3,64.9
2022,S0097,C1,3rd,Male,T0017,0.782,90.6,77.5,84.8
2023,S0097,C1,4th,Male,T0018,0.749,71.4,77.7,76.2
2024,S0097,C1,5th,Male,T0023,0.907,96.1,71.1,89.6
2021,S0098,C1,2nd,Female,T0010,0.993,100.0,100.0,98.0
2022,S0098,C1,3rd,Female,T0015,0.953,83.7,89.5,78.4
2023,S0098,C1,4th,Female,T0021,0.968,99.3,82.6,94.4
2024,S0098,C1,5th,Female,T0022,1.0,100.0,97.4,100.0
2021,S0099,C1,2nd,Male,T0011,0.955,97.1,95.6,100.0
2022,S0099,C1,3rd,Male,T0078,0.848,91.4,75.5,87.6
2023,S0099,C1,4th,Male,T0020,0.952,93.1,88.0,85.8
2024,S0099,C1,5th,Male,T0023,0.884,96.7,86.3,98.7
2021,S0100,C1,2nd,Female,T0011,1.0,90.9,97.5,95.3
2022,S0100,C1,3rd,Female,T0017,0.839,83.6,75.6,77.6
2023,S0100,C1,4th,Female,T0019,0.913,84.1,75.1,92.1
2024,S0100,C1,5th,Female,T0022,0.697,84.0,67.4,89.5
2021,S0101,C1,2nd,Female,T0010,1.0,99.3,100.0,100.0
2022,S0101,C1,3rd,Female,T0016,0.867,82.5,79.9,91.0
2023,S0101,C1,4th,Female,T0018,0.96,93.7,78.8,86.3
2024,S0101,C1,5th,Female,T0022,1.0,98.2,96.0,91.5
2021,S0102,C1,2nd,Male,T0012,0.867,76.3,76.9,90.9
2022,S0102,C1,3rd,Male,T0017,0.859,80.7,94.4,89.9
2023,S0102,C1,4th,Male,T0019,0.878,83.5,64.7,90.1
2024,S0102,C1,5th,Male,T0025,0.999,74.6,92.7,80.2
2021,S0103,C1,2nd,Male,T0010,0.803,87.3,100.0,83.4
2022,S0103,C1,3rd,Male,T0078,0.813,86.3,61.6,74.2
2023,S0103,C1,4th,Male,T0018,0.954,95.2,88.6,96.4
2024,S0103,C1,5th,Male,T0025,1.0,84.9,87.1,80.1
2021,S0104,C1,2nd,Female,T0012,0.909,76.3,76.0,76.8
2022,S0104,C1,3rd,Female,T0078,0.978,86.3,84.4,92.9
2023,S0104,C1,4th,Female,T0019,0.922,95.8,85.7,89.3
2024,S0104,C1,5th,Female,T0025,0.886,79.0,60.6,78.0
2021,S0105,C1,2nd,Male,T0012,0.954,96.8,82.5,75.5
2022,S0105,C1,3rd,Male,T0015,0.862,81.8,87.2,85.8
2023,S0105,C1,4th,Male,T0021,0.926,85.0,86.0,97.6
2024,S0105,C1,5th,Male,T0022,0.98,94.0,98.0,100.0
2021,S0106,C1,2nd,Male,T0010,0.939,94.7,92.5,100.0
2022,S0106,C1,3rd,Male,T0078,0.878,73.4,71.3,76.8
2023,S0106,C1,4th,Male,T0020,0.913,90.5,93.9,75.9
2024,S0106,C1,5th,Male,T0025,1.0,91.0,84.3,85.5
2021,S0107,C1,2nd,Male,T0011,0.824,80.7,82.8,87.0
2022,S0107,C1,3rd,Male,T0078,0.78,74.3,60.8,75.7
2023,S0107,C1,4th,Male,T0020,0.935,95.5,90.0,76.4
2024,S0107,C1,5th,Male,T0024,0.866,78.8,81.2,94.1
2021,S0108,C1,2nd,Male,T0011,0.831,95.1,88.6,93.8
2022,S0108,C1,3rd,Male,T0078,0.845,84.4,82.8,81.1
2023,S0108,C1,4th,Male,T0018,0.784,84.8,62.2,75.5
2024,S0108,C1,5th,Male,T0025,0.828,67.5,66.3,61.5
2021,S0109,C1,2nd,Female,T0013,0.835,92.4,100.0,95.8
2022,S0109,C1,3rd,Female,T0016,0.909,90.7,88.1,86.9
2023,S0109,C1,4th,Female,T0019,0.896,94.7,80.3,78.2
2024,S0109,C1,5th,Female,T0023,0.817,87.2,72.1,91.2
2021,S0110,C1,2nd,Female,T0012,0.884,68.2,73.3,77.9
2022,S0110,C1,3rd,Female,T0017,0.928,100.0,82.4,94.7
2023,S0110,C1,4th,Female,T0021,0.936,94.6,95.8,96.6
2024,S0110,C1,5th,Female,T0022,0.798,89.7,69.5,83.9
2021,S0111,C1,2nd,Female,T0013,0.77,84.0,80.2,83.0
2022,S0111,C1,3rd,Female,T0017,0.892,88.8,83.8,95.3
2023,S0111,C1,4th,Female,T0021,0.867,99.3,89.2,95.5
2024,S0111,C1,5th,Female,T0023,0.713,77.5,75.8,70.1
2021,S0112,C1,2nd,Female,T0012,0.705,60.8,56.9,66.7
2022,S0112,C1,3rd,Female,T0078,0.879,94.9,83.0,90.8
2023,S0112,C1,4th,Female,T0021,1.0,86.5,84.8,97.7
2024,S0112,C1,5th,Female,T0025,0.966,76.6,77.8,97.1
2021,S0113,C1,2nd,Female,T0010,0.929,86.4,97.9,82.6
2022,S0113,C1,3rd,Female,T0015,0.856,77.9,72.9,83.2
2023,S0113,C1,4th,Female,T0021,0.789,69.4,76.1,79.7
2024,S0113,C1,5th,Female,T0022,0.849,92.2,72.1,86.3
2021,S0114,C1,2nd,Male,T0011,0.991,95.9,99.4,95.3
2022,S0114,C1,3rd,Male,T0016,0.949,96.5,75.3,92.2
2023,S0114,C1,4th,Male,T0019,0.894,86.3,85.3,89.7
2024,S0114,C1,5th,Male,T0024,0.972,100.0,96.3,98.0
2021,S0115,C1,2nd,Female,T0013,0.741,83.0,66.2,77.5
2022,S0115,C1,3rd,Female,T0017,0.892,97.2,84.7,89.2
2023,S0115,C1,4th,Female,T0019,0.989,93.7,93.1,97.6
2024,S0115,C1,5th,Female,T0024,0.901,92.8,79.4,81.8
2021,S0116,C1,2nd,Female,T0013,0.855,94.4,90.6,91.0
2022,S0116,C1,3rd,Female,T0015,1.0,97.8,84.7,97.7
2023,S0116,C1,4th,Female,T0018,0.955,96.4,76.0,89.2
2024,S0116,C1,5th,Female,T0023,0.858,80.2,88.4,92.5
2021,S0117,C1,2nd,Female,T0013,0.801,89.0,93.1,84.3
2022,S0117,C1,3rd,Female,T0016,0.858,100.0,86.7,77.5
2023,S0117,C1,4th,Female,T0019,1.0,97.4,92.2,100.0
2024,S0117,C1,5th,Female,T0022,1.0,99.4,97.2,100.0
2021,S0118,C1,2nd,Female,T0010,1.0,100.0,100.0,100.0
2022,S0118,C1,3rd,Female,T0078,0.931,97.4,83.4,85.4
2023,S0118,C1,4th,Female,T0018,0.82,88.4,86.7,84.3
2024,S0118,C1,5th,Female,T0022,0.803,89.0,86.2,78.0
2021,S0119,C1,2nd,Male,T0012,0.785,56.5,75.6,64.7
2022,S0119,C1,3rd,Male,T0016,0.885,98.2,93.8,88.5
2023,S0119,C1,4th,Male,T0021,0.858,96.7,87.2,91.1
2024,S0119,C1,5th,Male,T0025,0.815,62.1,63.0,69.2
2021,S0120,C1,2nd,Male,T0011,0.896,96.0,95.4,93.9
2022,S0120,C1,3rd,Male,T0016,0.923,92.8,92.6,92.7
2023,S0120,C1,4th,Male,T0019,0.721,83.4,78.9,70.2
2024,S0120,C1,5th,Male,T0023,0.931,87.1,86.1,97.3
2021,S0121,C1,2nd,Male,T0011,0.904,91.5,97.1,100.0
2022,S0121,C1,3rd,Male,T0078,0.966,81.1,91.0,91.2
2023,S0121,C1,4th,Male,T0021,0.877,89.2,88.4,94.4
2024,S0121,C1,5th,Male,T0022,0.861,89.8,78.6,88.3
2021,S0122,C1,2nd,Male,T0010,0.85,95.9,95.8,88.4
2022,S0122,C1,3rd,Male,T0015,0.824,83.7,79.1,86.4
2023,S0122,C1,4th,Male,T0018,0.891,92.4,87.7,85.2
2024,S0122,C1,5th,Male,T0022,1.0,95.6,76.7,94.7
2021,S0123,C1,2nd,Female,T0012,1.0,81.8,94.7,87.5
2022,S0123,C1,3rd,Female,T0017,0.958,96.1,94.4,90.7
2023,S0123,C1,4th,Female,T0018,1.0,95.9,96.7,97.3
2024,S0123,C1,5th,Female,T0024,0.892,87.2,90.1,97.8
2021,S0124,C1,2nd,Female,T0010,0.729,93.4,95.5,97.0
2022,S0124,C1,3rd,Female,T0015,0.829,77.1,76.1,76.5
2023,S0124,C1,4th,Female,T0021,0.903,87.1,97.9,93.6
2024,S0124,C1,5th,Female,T0025,0.794,64.4,73.0,74.7
2021,S0125,C1,2nd,Male,T0012,1.0,89.5,68.5,83.8
2022,S0125,C1,3rd,Male,T0017,0.805,85.4,76.2,86.0
2023,S0125,C1,4th,Male,T0021,0.892,86.3,85.9,92.0
2024,S0125,C1,5th,Male,T0023,0.932,96.0,81.7,99.3
2021,S0126,C1,2nd,Female,T0011,0.917,97.6,79.5,84.9
2022,S0126,C1,3rd,Female,T0017,0.844,91.8,73.8,78.1
2023,S0126,C1,4th,Female,T0018,0.958,94.7,87.2,82.6
2024,S0126,C1,5th,Female,T0024,0.876,89.5,79.4,92.8
2021,S0127,C1,2nd,Male,T0011,0.86,81.1,83.1,85.1
2022,S0127,C1,3rd,Male,T0016,0.875,86.4,86.3,94.7
2023,S0127,C1,4th,Male,T0020,0.942,81.3,91.0,92.2
2024,S0127,C1,5th,Male,T0023,0.849,80.6,87.2,90.2
2021,S0128,C1,2nd,Male,T0011,0.963,100.0,89.3,87.2
2022,S0128,C1,3rd,Male,T0078,0.94,90.0,79.2,80.6
2023,S0128,C1,4th,Male,T0019,0.907,81.2,88.0,91.8
2024,S0128,C1,5th,Male,T0025,0.989,82.8,82.4,89.2
2021,S0129,C1,2nd,Male,T0012,0.878,70.5,91.9,72.9
2022,S0129,C1,3rd,Male,T0016,0.839,97.7,83.4,86.9
2023,S0129,C1,4th,Male,T0018,0.803,82.0,83.1,82.4
2024,S0129,C1,5th,Male,T0023,0.982,100.0,88.0,84.1
2021,S0130,C1,2nd,Male,T0011,0.94,88.2,90.2,97.5
2022,S0130,C1,3rd,Male,T0015,0.872,76.4,86.6,88.8
2023,S0130,C1,4th,Male,T0020,0.744,75.7,75.5,85.8
2024,S0130,C1,5th,Male,T0025,0.902,86.1,76.5,64.7
2021,S0131,C1,2nd,Female,T0010,0.835,96.5,93.8,98.8
2022,S0131,C1,3rd,Female,T0015,1.0,96.4,86.7,94.1
2023,S0131,C1,4th,Female,T0021,0.914,91.7,86.0,90.4
2024,S0131,C1,5th,Female,T0023,0.974,97.4,95.3,100.0
2021,S0132,C1,2nd,Male,T0013,0.889,94.2,91.0,94.4
2022,S0132,C1,3rd,Male,T0078,1.0,90.3,83.3,91.6
2023,S0132,C1,4th,Male,T0019,0.734,91.4,60.1,69.3
2024,S0132,C1,5th,Male,T0024,0.78,75.7,77.3,91.4
2021,S0133,C1,2nd,Female,T0010,0.742,84.0,88.4,83.4
2022,S0133,C1,3rd,Female,T0016,0.846,87.4,81.3,84.5
2023,S0133,C1,4th,Female,T0020,0.902,87.5,93.2,81.0
2024,S0133,C1,5th,Female,T0024,0.927,92.7,82.9,97.0
2021,S0134,C1,2nd,Female,T0010,0.735,80.5,88.1,92.3
2022,S0134,C1,3rd,Female,T0017,0.995,97.7,99.1,88.2
2023,S0134,C1,4th,Female,T0021,1.0,94.2,93.2,100.0
2024,S0134,C1,5th,Female,T0023,0.838,86.6,73.0,86.8
2021,S0135,C1,2nd,Male,T0010,1.0,97.5,100.0,96.7
2022,S0135,C1,3rd,Male,T0015,0.808,82.7,74.9,84.9
2023,S0135,C1,4th,Male,T0019,0.883,72.0,77.9,83.8
2024,S0135,C1,5th,Male,T0025,0.888,80.4,61.7,81.4
2021,S0136,C1,2nd,Female,T0012,0.963,73.4,62.2,75.2
2022,S0136,C1,3rd,Female,T0017,0.927,94.4,81.4,88.1
2023,S0136,C1,4th,Female,T0019,0.951,100.0,90.7,92.7
2024,S0136,C1,5th,Female,T0022,0.953,93.3,88.1,97.5
2021,S0137,C1,2nd,Female,T0013,0.925,94.0,89.8,97.6
2022,S0137,C1,3rd,Female,T0017,0.862,84.2,88.7,81.6
2023,S0137,C1,4th,Female,T0019,0.842,75.2,88.6,82.6
2024,S0137,C1,5th,Female,T0024,0.798,80.1,70.9,90.0
2021,S0138,C1,2nd,Male,T0010,0.948,94.6,96.5,100.0
2022,S0138,C1,3rd,Male,T0017,0.884,92.6,90.0,92.7
2023,S0138,C1,4th,Male,T0018,1.0,83.6,89.4,97.6
2024,S0138,C1,5th,Male,T0024,1.0,97.0,92.0,96.3
2021,S0139,C1,2nd,Female,T0012,0.956,67.6,79.0,69.6
2022,S0139,C1,3rd,Female,T0017,0.908,96.8,96.7,89.1
2023,S0139,C1,4th,Female,T0020,0.918,91.6,82.8,91.0
2024,S0139,C1,5th,Female,T0024,0.901,97.3,78.2,92.4
2021,S0140,C1,2nd,Male,T0010,0.858,100.0,97.1,93.6
2022,S0140,C1,3rd,Male,T0016,0.982,100.0,91.6,100.0
2023,S0140,C1,4th,Male,T0019,1.0,95.9,93.5,100.0
2024,S0140,C1,5th,Male,T0022,0.897,89.7,89.1,97.9
2021,S0141,C1,2nd,Male,T0013,0.951,100.0,96.2,97.3
2022,S0141,C1,3rd,Male,T0017,0.981,98.4,100.0,100.0
2023,S0141,C1,4th,Male,T0018,0.965,84.4,90.9,93.8
2024,S0141,C1,5th,Male,T0022,0.756,75.7,84.0,97.4
2021,S0142,C1,2nd,Male,T0011,0.948,90.5,81.7,96.9
2022,S0142,C1,3rd,Male,T0016,0.981,96.4,100.0,100.0
2023,S0142,C1,4th,Male,T0019,0.73,77.4,78.4,83.7
2024,S0142,C1,5th,Male,T0024,0.844,81.5,76.6,81.8
2021,S0143,C1,2nd,Female,T0012,0.898,64.6,81.0,70.4
2022,S0143,C1,3rd,Female,T0016,0.829,80.0,94.3,78.1
2023,S0143,C1,4th,Female,T0020,0.988,95.3,83.9,91.6
2024,S0143,C1,5th,Female,T0023,0.927,95.8,88.4,89.6
2021,S0144,C1,2nd,Female,T0011,0.878,89.2,78.5,82.1
2022,S0144,C1,3rd,Female,T0078,0.915,94.8,86.3,96.8
2023,S0144,C1,4th,Female,T0019,0.975,95.2,85.9,89.7
2024,S0144,C1,5th,Female,T0024,0.856,91.8,67.8,82.7
2021,S0145,C1,2nd,Male,T0011,0.842,78.3,90.4,79.1
2022,S0145,C1,3rd,Male,T0016,0.914,96.6,80.6,89.0
2023,S0145,C1,4th,Male,T0020,0.995,80.1,87.1,85.0
2024,S0145,C1,5th,Male,T0022,0.807,97.2,81.7,90.1
2021,S0146,C1,2nd,Male,T0011,1.0,86.8,94.4,99.9
2022,S0146,C1,3rd,Male,T0017,0.98,100.0,96.1,100.0
2023,S0146,C1,4th,Male,T0020,0.854,73.1,73.3,90.1
2024,S0146,C1,5th,Male,T0024,0.83,91.8,87.8,87.2
2021,S0147,C1,2nd,Female,T0013,0.741,77.6,80.7,83.9
2022,S0147,C1,3rd,Female,T0017,0.83,89.0,82.3,82.8
2023,S0147,C1,4th,Female,T0020,0.847,86.4,80.8,81.2
2024,S0147,C1,5th,Female,T0022,1.0,95.2,100.0,98.2
2021,S0148,C1,2nd,Male,T0013,0.9,95.4,90.0,95.6
2022,S0148,C1,3rd,Male,T0017,0.917,94.8,90.3,98.7
2023,S0148,C1,4th,Male,T0021,0.866,97.4,76.4,98.5
2024,S0148,C1,5th,Male,T0023,0.844,87.7,88.9,97.9
2021,S0149,C1,2nd,Male,T0011,0.712,78.9,77.7,83.3
2022,S0149,C1,3rd,Male,T0015,0.956,81.6,73.2,85.2
2023,S0149,C1,4th,Male,T0018,0.743,74.6,84.0,71.3
2024,S0149,C1,5th,Male,T0025,1.0,86.0,84.5,100.0
2021,S0150,C1,2nd,Female,T0010,0.813,96.3,89.6,90.1
2022,S0150,C1,3rd,Female,T0015,0.975,94.1,100.0,91.0
2023,S0150,C1,4th,Female,T0020,0.852,83.8,65.6,89.6
2024,S0150,C1,5th,Female,T0024,0.855,95.4,88.6,84.3
2021,S0151,C1,2nd,Female,T0013,0.978,99.3,100.0,96.1
2022,S0151,C1,3rd,Female,T0017,0.921,95.9,87.2,97.6
2023,S0151,C1,4th,Female,T0019,0.811,79.6,82.9,96.1
2024,S0151,C1,5th,Female,T0023,0.867,78.2,70.6,83.3
2021,S0152,C1,2nd,Male,T0011,0.824,94.1,91.3,89.6
2022,S0152,C1,3rd,Male,T0015,0.897,80.0,86.1,82.1
2023,S0152,C1,4th,Male,T0019,1.0,94.8,83.4,92.8
2024,S0152,C1,5th,Male,T0025,0.834,77.0,65.9,68.3
2021,S0153,C1,2nd,Female,T0011,0.856,98.4,87.0,91.2
2022,S0153,C1,3rd,Female,T0015,0.854,88.0,71.3,80.7
2023,S0153,C1,4th,Female,T0019,0.891,86.2,83.6,83.5
2024,S0153,C1,5th,Female,T0022,0.943,93.6,85.6,100.0
2021,S0154,C1,2nd,Female,T0010,1.0,97.1,100.0,95.8
2022,S0154,C1,3rd,Female,T0015,0.826,76.4,93.3,88.2
2023,S0154,C1,4th,Female,T0018,0.774,70.2,72.7,84.6
2024,S0154,C1,5th,Female,T0023,0.815,80.0,64.8,78.0
2021,S0155,C1,2nd,Male,T0010,0.954,94.8,100.0,95.3
2022,S0155,C1,3rd,Male,T0078,0.951,87.0,90.5,90.2
2023,S0155,C1,4th,Male,T0020,0.895,83.0,95.6,89.1
2024,S0155,C1,5th,Male,T0022,0.993,99.6,96.3,97.1
2021,S0156,C1,2nd,Female,T0011,0.952,97.0,86.8,89.7
2022,S0156,C1,3rd,Female,T0017,0.781,90.1,78.0,84.4
2023,S0156,C1,4th,Female,T0018,0.925,92.6,78.7,78.3
2024,S0156,C1,5th,Female,T0023,0.9,94.9,85.3,92.0
2021,S0157,C1,2nd,Male,T0012,0.986,77.2,79.7,83.4
2022,S0157,C1,3rd,Male,T0015,0.81,68.7,91.6,83.8
2023,S0157,C1,4th,Male,T0019,0.936,100.0,96.3,93.2
2024,S0157,C1,5th,Male,T0022,0.924,94.3,89.2,96.7
2021,S0158,C1,2nd,Female,T0010,0.774,72.9,92.0,81.9
2022,S0158,C1,3rd,Female,T0078,0.867,84.7,70.0,78.9
2023,S0158,C1,4th,Female,T0021,0.935,96.1,86.7,93.2
2024,S0158,C1,5th,Female,T0025,0.809,84.8,80.2,78.2
2021,S0159,C1,2nd,Female,T0010,0.776,89.1,76.4,85.1
2022,S0159,C1,3rd,Female,T0078,0.949,80.7,88.0,89.8
2023,S0159,C1,4th,Female,T0021,0.945,97.4,86.6,100.0
2024,S0159,C1,5th,Female,T0022,0.811,77.6,75.2,94.7
2021,S0160,C1,2nd,Female,T0010,0.798,87.4,81.7,100.0
2022,S0160,C1,3rd,Female,T0016,0.787,92.4,87.4,74.8
2023,S0160,C1,4th,Female,T0021,0.896,96.0,96.7,83.4
2024,S0160,C1,5th,Female,T0023,0.739,79.3,75.0,91.3
2021,S0161,C1,2nd,Male,T0012,1.0,83.9,65.4,86.8
2022,S0161,C1,3rd,Male,T0016,0.763,77.1,85.5,89.0
2023,S0161,C1,4th,Male,T0018,0.855,88.8,74.8,73.8
2024,S0161,C1,5th,Male,T0023,0.844,95.8,80.6,93.0
2021,S0162,C1,2nd,Female,T0012,0.925,82.0,88.0,62.5
2022,S0162,C1,3rd,Female,T0016,0.841,88.7,67.9,82.4
2023,S0162,C1,4th,Female,T0021,1.0,100.0,90.9,99.2
2024,S0162,C1,5th,Female,T0025,0.892,91.2,77.7,77.4
2021,S0163,C1,2nd,Male,T0010,0.995,94.1,95.0,100.0
2022,S0163,C1,3rd,Male,T0016,0.842,69.1,76.4,91.4
2023,S0163,C1,4th,Male,T0019,0.742,93.2,88.6,75.2
2024,S0163,C1,5th,Male,T0024,0.866,91.7,87.2,94.4
2021,S0164,C1,2nd,Male,T0012,0.761,69.6,59.1,76.9
2022,S0164,C1,3rd,Male,T0078,0.992,94.9,88.9,88.2
2023,S0164,C1,4th,Male,T0020,0.922,80.3,87.2,87.2
2024,S0164,C1,5th,Male,T0024,0.938,100.0,94.7,94.7
2021,S0165,C1,2nd,Male,T0012,0.756,54.7,64.5,70.2
2022,S0165,C1,3rd,Male,T0017,0.85,83.4,80.6,91.5
2023,S0165,C1,4th,Male,T0020,0.868,82.5,79.9,97.2
2024,S0165,C1,5th,Male,T0022,1.0,95.5,96.7,97.0
2021,S0166,C1,2nd,Female,T0012,0.893,73.4,90.8,91.6
2022,S0166,C1,3rd,Female,T0015,0.901,77.3,96.4,94.2
2023,S0166,C1,4th,Female,T0021,0.962,96.4,89.4,100.0
2024,S0166,C1,5th,Female,T0022,1.0,93.7,93.9,91.1
2021,S0167,C1,2nd,Female,T0010,0.894,95.5,88.0,89.9
